,GithubID,Year,FullPath,Codesnippet,CWE,isTrueVulnerable,Codesnippet5
6404,2021\netifyd\src\nd-capture.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-capture.cpp,"memcpy(&flow.lower_addr6->sin6_addr, &hdr_ip6->ip6_src, sizeof(struct in6_addr));",120,1,"
        if (addr_cmp < 0) {
            memcpy(&flow.lower_addr6->sin6_addr, &hdr_ip6->ip6_src, sizeof(struct in6_addr));
            memcpy(&flow.upper_addr6->sin6_addr, &hdr_ip6->ip6_dst, sizeof(struct in6_addr));
            if (pcap_datalink_type == DLT_EN10MB) {
"
6405,2021\netifyd\src\nd-capture.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-capture.cpp,"memcpy(&flow.upper_addr6->sin6_addr, &hdr_ip6->ip6_dst, sizeof(struct in6_addr));",120,1,"        if (addr_cmp < 0) {
            memcpy(&flow.lower_addr6->sin6_addr, &hdr_ip6->ip6_src, sizeof(struct in6_addr));
            memcpy(&flow.upper_addr6->sin6_addr, &hdr_ip6->ip6_dst, sizeof(struct in6_addr));
            if (pcap_datalink_type == DLT_EN10MB) {
                memcpy(flow.lower_mac, hdr_eth->ether_shost, ETH_ALEN);
"
6408,2021\netifyd\src\nd-capture.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-capture.cpp,"memcpy(&flow.lower_addr6->sin6_addr, &hdr_ip6->ip6_dst, sizeof(struct in6_addr));",120,1,"        }
        else {
            memcpy(&flow.lower_addr6->sin6_addr, &hdr_ip6->ip6_dst, sizeof(struct in6_addr));
            memcpy(&flow.upper_addr6->sin6_addr, &hdr_ip6->ip6_src, sizeof(struct in6_addr));
            if (pcap_datalink_type == DLT_EN10MB) {
"
6409,2021\netifyd\src\nd-capture.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-capture.cpp,"memcpy(&flow.upper_addr6->sin6_addr, &hdr_ip6->ip6_src, sizeof(struct in6_addr));",120,1,"        else {
            memcpy(&flow.lower_addr6->sin6_addr, &hdr_ip6->ip6_dst, sizeof(struct in6_addr));
            memcpy(&flow.upper_addr6->sin6_addr, &hdr_ip6->ip6_src, sizeof(struct in6_addr));
            if (pcap_datalink_type == DLT_EN10MB) {
                memcpy(flow.lower_mac, hdr_eth->ether_dhost, ETH_ALEN);
"
6412,2021\netifyd\src\nd-capture.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-capture.cpp,"memcpy(&addr4, ns_rr_rdata(rr), sizeof(struct in_addr));",120,1,"
        if (ns_rr_type(rr) == ns_t_a) {
            memcpy(&addr4, ns_rr_rdata(rr), sizeof(struct in_addr));
            inet_ntop(AF_INET, &addr4, addr, INET_ADDRSTRLEN);
        }
"
6413,2021\netifyd\src\nd-capture.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-capture.cpp,"memcpy(&addr6, ns_rr_rdata(rr), sizeof(struct in6_addr));",120,1,"        }
        else {
            memcpy(&addr6, ns_rr_rdata(rr), sizeof(struct in6_addr));
            inet_ntop(AF_INET6, &addr6, addr, INET6_ADDRSTRLEN);
        }
"
6418,2021\netifyd\src\nd-conntrack.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-conntrack.cpp,"memcpy(&sa->sin_addr, src, sizeof(struct in_addr));",120,1,"    switch (af) {
    case AF_INET:
        memcpy(&sa->sin_addr, src, sizeof(struct in_addr));
        break;
    case AF_INET6:
"
6419,2021\netifyd\src\nd-conntrack.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-conntrack.cpp,"memcpy(&sa6->sin6_addr, src, sizeof(struct in6_addr));",120,1,"        break;
    case AF_INET6:
        memcpy(&sa6->sin6_addr, src, sizeof(struct in6_addr));
        break;
    }
"
6420,2021\netifyd\src\nd-detection.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-detection.cpp,"memcpy(this->pkt_data, pkt_data, pkt_length);",120,1,"        this->pkt_data = new uint8_t[pkt_length];
        if (this->pkt_data == NULL) throw ndDetectionThreadException(strerror(ENOMEM));
        memcpy(this->pkt_data, pkt_data, pkt_length);
    }
}
"
6425,2021\netifyd\src\nd-detection.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-detection.cpp,"memcpy(entry->flow->digest_mdata, flow_digest_mdata.c_str(),",120,1,"                        tag.c_str());
#endif
                    memcpy(entry->flow->digest_mdata, flow_digest_mdata.c_str(),
                        SHA1_DIGEST_LENGTH);
                }
"
6428,2021\netifyd\src\nd-flow.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-flow.cpp,"memcpy(lower_mac, flow.lower_mac, ETH_ALEN);",120,1,"    capture_filename{}
{
    memcpy(lower_mac, flow.lower_mac, ETH_ALEN);
    memcpy(upper_mac, flow.upper_mac, ETH_ALEN);

"
6429,2021\netifyd\src\nd-flow.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-flow.cpp,"memcpy(upper_mac, flow.upper_mac, ETH_ALEN);",120,1,"{
    memcpy(lower_mac, flow.lower_mac, ETH_ALEN);
    memcpy(upper_mac, flow.upper_mac, ETH_ALEN);

    memcpy(digest_lower, flow.digest_lower, SHA1_DIGEST_LENGTH);
"
6430,2021\netifyd\src\nd-flow.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-flow.cpp,"memcpy(digest_lower, flow.digest_lower, SHA1_DIGEST_LENGTH);",120,1,"    memcpy(upper_mac, flow.upper_mac, ETH_ALEN);

    memcpy(digest_lower, flow.digest_lower, SHA1_DIGEST_LENGTH);
    memset(digest_mdata, 0, SHA1_DIGEST_LENGTH);

"
6432,2021\netifyd\src\nd-flow.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-flow.cpp,"memcpy(header, pkt_header, sizeof(struct pcap_pkthdr));",120,1,"        throw ndSystemException(__PRETTY_FUNCTION__, ""new data"", ENOMEM);

    memcpy(header, pkt_header, sizeof(struct pcap_pkthdr));
    memcpy(data, pkt_data, pkt_header->caplen);

"
6433,2021\netifyd\src\nd-flow.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-flow.cpp,"memcpy(data, pkt_data, pkt_header->caplen);",120,1,"
    memcpy(header, pkt_header, sizeof(struct pcap_pkthdr));
    memcpy(data, pkt_data, pkt_header->caplen);

    capture.push_back(make_pair(header, data));
"
6434,2021\netifyd\src\nd-flow.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-flow.cpp,"memcpy(p, ND_FLOW_CAPTURE_TEMPLATE, sizeof(ND_FLOW_CAPTURE_TEMPLATE));",120,1,"{
    char *p = capture_filename;
    memcpy(p, ND_FLOW_CAPTURE_TEMPLATE, sizeof(ND_FLOW_CAPTURE_TEMPLATE));

    p += ND_FLOW_CAPTURE_SUB_OFFSET;
"
6440,2021\netifyd\src\nd-inotify.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-inotify.cpp,"memcpy(i->second->digest, digest, SHA1_DIGEST_LENGTH);",120,1,"        if (i->second->digest == NULL) {
            i->second->digest = new uint8_t[SHA1_DIGEST_LENGTH];
            memcpy(i->second->digest, digest, SHA1_DIGEST_LENGTH);
        }
        else {
"
6446,2021\netifyd\src\nd-netlink.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-netlink.cpp,"memcpy(&saddr_ip4->sin_addr, src, sizeof(struct in_addr));",120,1,"    case AF_INET:
        saddr_ip4 = reinterpret_cast<struct sockaddr_in *>(&dst);
        memcpy(&saddr_ip4->sin_addr, src, sizeof(struct in_addr));
        dst.ss_family = family;
        return true;
"
6447,2021\netifyd\src\nd-netlink.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-netlink.cpp,"memcpy(&saddr_ip6->sin6_addr, src, sizeof(struct in6_addr));",120,1,"    case AF_INET6:
        saddr_ip6 = reinterpret_cast<struct sockaddr_in6 *>(&dst);
        memcpy(&saddr_ip6->sin6_addr, src, sizeof(struct in6_addr));
        dst.ss_family = family;
        return true;
"
6452,2021\netifyd\src\nd-sha1.c,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-sha1.c,"memcpy (cp, &v, sizeof v);",120,1,"static void set_uint32(char *cp, uint32_t v)
{
  memcpy (cp, &v, sizeof v);
}

"
6453,2021\netifyd\src\nd-sha1.c,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-sha1.c,"memcpy (&((char *) ctx->buffer)[bytes], fillbuf, (size - 2) * 4 - bytes);",120,1,"  ctx->buffer[size - 1] = SWAP (ctx->total[0] << 3);

  memcpy (&((char *) ctx->buffer)[bytes], fillbuf, (size - 2) * 4 - bytes);

  /* Process last bytes.  */
"
6454,2021\netifyd\src\nd-sha1.c,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-sha1.c,"memcpy (&((char *) ctx->buffer)[left_over], buffer, add);",120,1,"      size_t add = 128 - left_over > len ? len : 128 - left_over;

      memcpy (&((char *) ctx->buffer)[left_over], buffer, add);
      ctx->buflen += add;

"
6455,2021\netifyd\src\nd-sha1.c,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-sha1.c,"sha1_write_block (ctx, memcpy(ctx->buffer, buffer, 64), 64);",120,1,"        while (len > 64)
          {
            sha1_write_block (ctx, memcpy(ctx->buffer, buffer, 64), 64);
            buffer = (const char *) buffer + 64;
            len -= 64;
"
6456,2021\netifyd\src\nd-sha1.c,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-sha1.c,"memcpy (&((char *) ctx->buffer)[left_over], buffer, len);",120,1,"      size_t left_over = ctx->buflen;

      memcpy (&((char *) ctx->buffer)[left_over], buffer, len);
      left_over += len;
      if (left_over >= 64)
"
6457,2021\netifyd\src\nd-sha1.c,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-sha1.c,"memcpy (ctx->buffer, &ctx->buffer[16], left_over);",120,1,"          /* The regions in the following copy operation cannot overlap,
             because left_over ≤ 64.  */
          memcpy (ctx->buffer, &ctx->buffer[16], left_over);
        }
      ctx->buflen = left_over;
"
6462,2021\netifyd\src\nd-socket.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-socket.cpp,"memcpy(sa, rp->ai_addr, sa_size);",120,1,"        sa_size = rp->ai_addrlen;
        sa = new struct sockaddr_storage;
        memcpy(sa, rp->ai_addr, sa_size);

        freeaddrinfo(result);
"
6466,2021\netifyd\src\nd-util.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-util.cpp,"memcpy(digest, sha1_result(&ctx, _digest), SHA1_DIGEST_LENGTH);",120,1,"
    close(fd);
    memcpy(digest, sha1_result(&ctx, _digest), SHA1_DIGEST_LENGTH);

    return 0;
"
6474,2021\netifyd\src\nd-util.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-util.cpp,"memcpy(addr->mac, s->sll_addr, ETH_ALEN);",120,1,"            {
                struct sockaddr_ll *s = (struct sockaddr_ll*)ifa->ifa_addr;
                memcpy(addr->mac, s->sll_addr, ETH_ALEN);
            }
#elif defined(BSD4_4)
"
6475,2021\netifyd\src\nd-util.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-util.cpp,"memcpy(addr->mac, s->sdl_data + s->sdl_nlen, ETH_ALEN);",120,1,"            {
                struct sockaddr_dl *s = (struct sockaddr_dl *)ifa->ifa_addr;
                memcpy(addr->mac, s->sdl_data + s->sdl_nlen, ETH_ALEN);
            }
#endif
"
6476,2021\netifyd\src\nd-util.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-util.cpp,"memcpy(&addr->ip, ifa->ifa_addr, sizeof(struct sockaddr_in));",120,1,"            break;
        case AF_INET:
            memcpy(&addr->ip, ifa->ifa_addr, sizeof(struct sockaddr_in));
            addrs->push_back(addr);
            count++;
"
6477,2021\netifyd\src\nd-util.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-util.cpp,"memcpy(&addr->ip, ifa->ifa_addr, sizeof(struct sockaddr_in6));",120,1,"            break;
        case AF_INET6:
            memcpy(&addr->ip, ifa->ifa_addr, sizeof(struct sockaddr_in6));
            addrs->push_back(addr);
            count++;
"
6478,2021\netifyd\src\nd-util.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-util.cpp,"memcpy(addr, (*a)->mac, ETH_ALEN);",120,1,"    for (a = i->second->begin(); a != i->second->end(); a++) {
        if ((*a)->family == AF_LINK) {
            memcpy(addr, (*a)->mac, ETH_ALEN);
            return true;
        }
"
6481,2021\netifyd\src\netifyd.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\netifyd.cpp,"memcpy(p, mac, ETH_ALEN);",120,1,"            sscanf(a + j, ""%2hhx"", p);
        p = new uint8_t[ETH_ALEN];
        memcpy(p, mac, ETH_ALEN);
        nd_config.privacy_filter_mac.push_back(p);
    }
"
6483,2021\netifyd\src\netifyd.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\netifyd.cpp,"memcpy(saddr, rp->ai_addr, rp->ai_addrlen);",120,1,"            if (! saddr)
                throw ndSystemException(__PRETTY_FUNCTION__, ""new"", ENOMEM);
            memcpy(saddr, rp->ai_addr, rp->ai_addrlen);
            nd_config.privacy_filter_host.push_back(saddr);
        }
"
6486,2021\netifyd\src\netifyd.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\netifyd.cpp,"memcpy(mac_src, i->first.c_str(), ETH_ALEN);",120,1,"
        uint8_t mac_src[ETH_ALEN];
        memcpy(mac_src, i->first.c_str(), ETH_ALEN);
        char mac_dst[ND_STR_ETHALEN + 1];

"
6489,2021\netifyd\src\netifyd.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\netifyd.cpp,"memcpy(&nda_stats.ts_now, &nda_stats.ts_epoch, sizeof(struct timespec));",120,1,"
    if (clock_gettime(CLOCK_MONOTONIC_RAW, &nda_stats.ts_now) != 0)
        memcpy(&nda_stats.ts_now, &nda_stats.ts_epoch, sizeof(struct timespec));

    if (ND_USE_DHC) {
"
6494,2021\netifyd\src\ns-parse.c,Dataset Download,../../Dataset Download/2021\netifyd\src\ns-parse.c,"memcpy(dstp, srcp, l);",120,1,"			checked += l + 1;
			*dstp++ = n;
			memcpy(dstp, srcp, l);
			dstp += l;
			srcp += l;
"
6496,2021\Oscar\Program\Project_Template\BSP\Lib\Ring_Buffer\ring_buffer.c,Dataset Download,../../Dataset Download/2021\Oscar\Program\Project_Template\BSP\Lib\Ring_Buffer\ring_buffer.c,"memcpy(ring_buffer_handle->array_addr + ring_buffer_handle->tail, input_addr, write_size_a);",120,1,"        {
            //分别拷贝a、b段数据到储存数组中
            memcpy(ring_buffer_handle->array_addr + ring_buffer_handle->tail, input_addr, write_size_a);
            memcpy(ring_buffer_handle->array_addr, input_addr + write_size_a , write_size_b);
            ring_buffer_handle->lenght += write_lenght ;//记录新存储了多少数据量
"
6497,2021\Oscar\Program\Project_Template\BSP\Lib\Ring_Buffer\ring_buffer.c,Dataset Download,../../Dataset Download/2021\Oscar\Program\Project_Template\BSP\Lib\Ring_Buffer\ring_buffer.c,"memcpy(ring_buffer_handle->array_addr, input_addr + write_size_a , write_size_b);",120,1,"            //分别拷贝a、b段数据到储存数组中
            memcpy(ring_buffer_handle->array_addr + ring_buffer_handle->tail, input_addr, write_size_a);
            memcpy(ring_buffer_handle->array_addr, input_addr + write_size_a , write_size_b);
            ring_buffer_handle->lenght += write_lenght ;//记录新存储了多少数据量
            ring_buffer_handle->tail = write_size_b ;//重新定位尾指针位置
"
6499,2021\Oscar\Program\Project_Template\BSP\Lib\Ring_Buffer\ring_buffer.c,Dataset Download,../../Dataset Download/2021\Oscar\Program\Project_Template\BSP\Lib\Ring_Buffer\ring_buffer.c,"memcpy(output_addr, ring_buffer_handle->array_addr + ring_buffer_handle->head, Read_size_a);",120,1,"        if(Read_size_b != 0)//需要读取两次
        {
            memcpy(output_addr, ring_buffer_handle->array_addr + ring_buffer_handle->head, Read_size_a);
            memcpy(output_addr + Read_size_a, ring_buffer_handle->array_addr, Read_size_b);
            ring_buffer_handle->lenght -= read_lenght ;//记录剩余数据量
"
6500,2021\Oscar\Program\Project_Template\BSP\Lib\Ring_Buffer\ring_buffer.c,Dataset Download,../../Dataset Download/2021\Oscar\Program\Project_Template\BSP\Lib\Ring_Buffer\ring_buffer.c,"memcpy(output_addr + Read_size_a, ring_buffer_handle->array_addr, Read_size_b);",120,1,"        {
            memcpy(output_addr, ring_buffer_handle->array_addr + ring_buffer_handle->head, Read_size_a);
            memcpy(output_addr + Read_size_a, ring_buffer_handle->array_addr, Read_size_b);
            ring_buffer_handle->lenght -= read_lenght ;//记录剩余数据量
            ring_buffer_handle->head = Read_size_b ;//重新定位头指针位置
"
6502,2021\Oscar\Program\Project_Template\BSP\Lib\sfud\src\sfud.c,Dataset Download,../../Dataset Download/2021\Oscar\Program\Project_Template\BSP\Lib\sfud\src\sfud.c,"memcpy(&cmd_data[cmd_size], data, data_size);",120,1,"        addr += data_size;

        memcpy(&cmd_data[cmd_size], data, data_size);

        result = spi->wr(spi, cmd_data, cmd_size + data_size, NULL, 0);
"
6504,2021\pear\examples\gstreamer\main.c,Dataset Download,../../Dataset Download/2021\pear\examples\gstreamer\main.c,"memcpy(rtp_packet, info.data, info.size);",120,1,"
    memset(rtp_packet, 0, sizeof(rtp_packet));
    memcpy(rtp_packet, info.data, info.size);
    bytes = info.size;

"
6506,2021\pear\examples\local_file\h264_parser.c,Dataset Download,../../Dataset Download/2021\pear\examples\local_file\h264_parser.c,"memcpy(h264_frame->buf, buf + prev, h264_frame->size);",120,1,"      h264_frame->size = pos - prev;
      h264_frame->buf = (uint8_t*)calloc(size, sizeof(uint8_t));
      memcpy(h264_frame->buf, buf + prev, h264_frame->size);
      return h264_frame;
    }
"
6508,2021\pear\examples\local_file\main.c,Dataset Download,../../Dataset Download/2021\pear\examples\local_file\main.c,"memcpy(sps_frame.buf, h264_frame->buf, h264_frame->size);",120,1,"      sps_frame.size = h264_frame->size;
      sps_frame.buf = (uint8_t*)malloc(h264_frame->size);
      memcpy(sps_frame.buf, h264_frame->buf, h264_frame->size);
      continue;
    }
"
6509,2021\pear\examples\local_file\main.c,Dataset Download,../../Dataset Download/2021\pear\examples\local_file\main.c,"memcpy(pps_frame.buf, h264_frame->buf, h264_frame->size);",120,1,"      pps_frame.size = h264_frame->size;
      pps_frame.buf = (uint8_t*)malloc(h264_frame->size);
      memcpy(pps_frame.buf, h264_frame->buf, h264_frame->size);
      continue;
    }
"
6510,2021\pear\examples\local_file\main.c,Dataset Download,../../Dataset Download/2021\pear\examples\local_file\main.c,"memcpy(buf_tmp, h264_frame->buf, size_tmp);",120,1,"      uint8_t *buf_tmp = NULL;
      buf_tmp = (uint8_t*)malloc(size_tmp);
      memcpy(buf_tmp, h264_frame->buf, size_tmp);

      h264_frame->size = size_tmp + sps_frame.size + pps_frame.size;
"
6511,2021\pear\examples\local_file\main.c,Dataset Download,../../Dataset Download/2021\pear\examples\local_file\main.c,"memcpy(h264_frame->buf, sps_frame.buf, sps_frame.size);",120,1,"      h264_frame->size = size_tmp + sps_frame.size + pps_frame.size;
      h264_frame->buf = (uint8_t*)realloc(h264_frame->buf, size_tmp + sps_frame.size + pps_frame.size);
      memcpy(h264_frame->buf, sps_frame.buf, sps_frame.size);
      memcpy(h264_frame->buf + sps_frame.size, pps_frame.buf, pps_frame.size);
      memcpy(h264_frame->buf + sps_frame.size + pps_frame.size, buf_tmp, size_tmp);
"
6512,2021\pear\examples\local_file\main.c,Dataset Download,../../Dataset Download/2021\pear\examples\local_file\main.c,"memcpy(h264_frame->buf + sps_frame.size, pps_frame.buf, pps_frame.size);",120,1,"      h264_frame->buf = (uint8_t*)realloc(h264_frame->buf, size_tmp + sps_frame.size + pps_frame.size);
      memcpy(h264_frame->buf, sps_frame.buf, sps_frame.size);
      memcpy(h264_frame->buf + sps_frame.size, pps_frame.buf, pps_frame.size);
      memcpy(h264_frame->buf + sps_frame.size + pps_frame.size, buf_tmp, size_tmp);
      free(buf_tmp);
"
6513,2021\pear\examples\local_file\main.c,Dataset Download,../../Dataset Download/2021\pear\examples\local_file\main.c,"memcpy(h264_frame->buf + sps_frame.size + pps_frame.size, buf_tmp, size_tmp);",120,1,"      memcpy(h264_frame->buf, sps_frame.buf, sps_frame.size);
      memcpy(h264_frame->buf + sps_frame.size, pps_frame.buf, pps_frame.size);
      memcpy(h264_frame->buf + sps_frame.size + pps_frame.size, buf_tmp, size_tmp);
      free(buf_tmp);
    }
"
6518,2021\pear\src\dtls_transport.c,Dataset Download,../../Dataset Download/2021\pear\src\dtls_transport.c,"memcpy(dtls_transport->remote_policy.key, remote_key, SRTP_MASTER_KEY_LENGTH);",120,1,"  unsigned char remote_policy_key[SRTP_MASTER_LENGTH];
  dtls_transport->remote_policy.key = (unsigned char *)&remote_policy_key;
  memcpy(dtls_transport->remote_policy.key, remote_key, SRTP_MASTER_KEY_LENGTH);
  memcpy(dtls_transport->remote_policy.key + SRTP_MASTER_KEY_LENGTH, remote_salt, SRTP_MASTER_SALT_LENGTH);
  dtls_transport->remote_policy.next = NULL;
"
6519,2021\pear\src\dtls_transport.c,Dataset Download,../../Dataset Download/2021\pear\src\dtls_transport.c,"memcpy(dtls_transport->remote_policy.key + SRTP_MASTER_KEY_LENGTH, remote_salt, SRTP_MASTER_SALT_LENGTH);",120,1,"  dtls_transport->remote_policy.key = (unsigned char *)&remote_policy_key;
  memcpy(dtls_transport->remote_policy.key, remote_key, SRTP_MASTER_KEY_LENGTH);
  memcpy(dtls_transport->remote_policy.key + SRTP_MASTER_KEY_LENGTH, remote_salt, SRTP_MASTER_SALT_LENGTH);
  dtls_transport->remote_policy.next = NULL;
  srtp_crypto_policy_set_rtp_default(&(dtls_transport->local_policy.rtp));
"
6520,2021\pear\src\dtls_transport.c,Dataset Download,../../Dataset Download/2021\pear\src\dtls_transport.c,"memcpy(dtls_transport->local_policy.key, local_key, SRTP_MASTER_KEY_LENGTH);",120,1,"  unsigned char local_policy_key[SRTP_MASTER_LENGTH];
  dtls_transport->local_policy.key = (unsigned char *)&local_policy_key;
  memcpy(dtls_transport->local_policy.key, local_key, SRTP_MASTER_KEY_LENGTH);
  memcpy(dtls_transport->local_policy.key + SRTP_MASTER_KEY_LENGTH, local_salt, SRTP_MASTER_SALT_LENGTH);
  dtls_transport->local_policy.next = NULL;
"
6521,2021\pear\src\dtls_transport.c,Dataset Download,../../Dataset Download/2021\pear\src\dtls_transport.c,"memcpy(dtls_transport->local_policy.key + SRTP_MASTER_KEY_LENGTH, local_salt, SRTP_MASTER_SALT_LENGTH);",120,1,"  dtls_transport->local_policy.key = (unsigned char *)&local_policy_key;
  memcpy(dtls_transport->local_policy.key, local_key, SRTP_MASTER_KEY_LENGTH);
  memcpy(dtls_transport->local_policy.key + SRTP_MASTER_KEY_LENGTH, local_salt, SRTP_MASTER_SALT_LENGTH);
  dtls_transport->local_policy.next = NULL;

"
6537,2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\tests\JsonDocument\shrinkToFit.cpp,Dataset Download,../../Dataset Download/2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\tests\JsonDocument\shrinkToFit.cpp,"memcpy(new_ptr, _ptr, std::min(new_size, _size));",120,1,"    // this way we make sure we support relocation
    void* new_ptr = malloc(new_size);
    memcpy(new_ptr, _ptr, std::min(new_size, _size));
    memset(_ptr, '#', _size);  // erase
    free(_ptr);
"
6567,2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\tests\MsgPackDeserializer\input_types.cpp,Dataset Download,../../Dataset Download/2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\tests\MsgPackDeserializer\input_types.cpp,"memcpy(vla, ""\xDE\x00\x01\xA5Hello\xA5world"", 15);",120,1,"  int i = 16;
  char vla[i];
  memcpy(vla, ""\xDE\x00\x01\xA5Hello\xA5world"", 15);

  StaticJsonDocument<JSON_OBJECT_SIZE(1)> doc;
"
6589,2021\Powergy-Medusa-FW-Basic-Auth\lib\WiFiManager\WiFiManager.cpp,Dataset Download,../../Dataset Download/2021\Powergy-Medusa-FW-Basic-Auth\lib\WiFiManager\WiFiManager.cpp,"memcpy(tmp, conf.ssid, sizeof(conf.ssid));",120,1,"
    char tmp[33]; //ssid can be up to 32chars, => plus null term
    memcpy(tmp, conf.ssid, sizeof(conf.ssid));
    tmp[32] = 0; //nullterm in case of 32 char ssid
    return String(reinterpret_cast<char*>(tmp));
"
6590,2021\Powergy-Medusa-FW-Basic-Auth\lib\WiFiManager\WiFiManager.cpp,Dataset Download,../../Dataset Download/2021\Powergy-Medusa-FW-Basic-Auth\lib\WiFiManager\WiFiManager.cpp,"memcpy(tmp, conf.password, sizeof(conf.password));",120,1,"
    char tmp[65]; //psk is 64 bytes hex => plus null term
    memcpy(tmp, conf.password, sizeof(conf.password));
    tmp[64] = 0; //null term in case of 64 byte psk
    return String(reinterpret_cast<char*>(tmp));
"
6595,2021\Projekt-IoT-AiR\src\mqtt.cpp,Dataset Download,../../Dataset Download/2021\Projekt-IoT-AiR\src\mqtt.cpp,"memcpy(completedTopic, ns, strlen(ns));",120,1,"    // Prepare topic.
    memset(completedTopic, 0, sizeof(completedTopic)); // Zero just in case.
    memcpy(completedTopic, ns, strlen(ns));            // Prepend namespace.
    strcat(completedTopic, ""/"");                       // Append slash.
    strcat(completedTopic, topic);                     // Append topic.
"
6599,2021\Projekt-IoT-AiR\src\wifi.cpp,Dataset Download,../../Dataset Download/2021\Projekt-IoT-AiR\src\wifi.cpp,"memcpy(wc->sta.ssid, sc->ssid, sizeof(wc->sta.ssid));",120,1,"{
    bzero(wc, sizeof(wifi_config_t));
    memcpy(wc->sta.ssid, sc->ssid, sizeof(wc->sta.ssid));
    memcpy(wc->sta.password, sc->password, sizeof(wc->sta.password));
    wc->sta.bssid_set = sc->bssid_set;
"
6600,2021\Projekt-IoT-AiR\src\wifi.cpp,Dataset Download,../../Dataset Download/2021\Projekt-IoT-AiR\src\wifi.cpp,"memcpy(wc->sta.password, sc->password, sizeof(wc->sta.password));",120,1,"    bzero(wc, sizeof(wifi_config_t));
    memcpy(wc->sta.ssid, sc->ssid, sizeof(wc->sta.ssid));
    memcpy(wc->sta.password, sc->password, sizeof(wc->sta.password));
    wc->sta.bssid_set = sc->bssid_set;
    if (wc->sta.bssid_set == true)
"
6601,2021\Projekt-IoT-AiR\src\wifi.cpp,Dataset Download,../../Dataset Download/2021\Projekt-IoT-AiR\src\wifi.cpp,"memcpy(wc->sta.bssid, sc->bssid, sizeof(wc->sta.bssid));",120,1,"    if (wc->sta.bssid_set == true)
    {
        memcpy(wc->sta.bssid, sc->bssid, sizeof(wc->sta.bssid));
    }
}
"
6603,2021\riotos-apps\tft_mqtts\main.c,Dataset Download,../../Dataset Download/2021\riotos-apps\tft_mqtts\main.c,"memcpy(subbuff, &in[last_pos], tot_chars);",120,1,"        // Get substring based on maximum chars that fit on TFT screen
        char subbuff[tot_chars + 1];
        memcpy(subbuff, &in[last_pos], tot_chars);
        subbuff[tot_chars] = '\0';
        len_remaining -= tot_chars;
"
6621,2021\secure-iot-analysis-ecoin-platform\collector\collector.c,Dataset Download,../../Dataset Download/2021\secure-iot-analysis-ecoin-platform\collector\collector.c,"memcpy(pkt->service,serviceProvider,strlen(serviceProvider));",120,1,"	pkt = calloc(1,sizeof(dataPacket));
	printf(""service provider: %s\n"",serviceProvider);
	memcpy(pkt->service,serviceProvider,strlen(serviceProvider));
	pkt->service[strlen(serviceProvider)] = '\0';
	pkt->packet_type = SERVICE_OPERATION;
"
